Call Center ID,Operator Name,Issue Type,Response Time (mins),Call Time and Date,Number of Calls Daily
4621f657-51cf-42c3-9e51-c247d29ea6a6,Anna Parsons,Toll Issue,1,2024-06-04 00:00:00.030984,1137
9870ca86-97c8-41ed-8032-af63e411ab83,Stephanie Ortega,Transport Query,3,2024-03-22 00:00:00.998180,1491
5320a840-d6a4-455a-a1e4-9174ac8380f5,Kristina Werner,Toll Issue,20,2024-03-18 00:00:00.007667,1052
303b76a3-8ca0-4310-987e-cb8703173ed4,Cameron Cordova,Traffic Signal Fault,24,2024-01-23 00:00:00.118493,1688
2791ce2d-b7f2-4eca-8623-fac1e4d32396,Ralph Horton,Road Block,4,2024-03-22 00:00:00.472830,1491
d6267c4b-72fc-441d-8313-5ac48fb6678e,Morgan Valdez,Toll Issue,10,2024-02-01 00:00:00.024171,1853
a6a6ccf3-484a-4dfb-a0fe-5508bd94defc,Kenneth Wells,Toll Issue,11,2024-01-03 00:00:00.547470,1459
f1a1bcc8-81d4-4a6c-a8e6-2d25c8847b20,Michael Gonzalez,Traffic Signal Fault,7,2024-05-05 00:00:00.821944,1992
32df0f13-2803-489d-acef-af47774f9d2e,Cynthia Freeman,Road Block,8,2024-03-08 00:00:00.827657,1654
ac56cd1c-5ed5-426c-8e2f-2c7df1e35202,Matthew Robinson,Traffic Signal Fault,14,2024-04-26 00:00:00.435659,1889
37a2ca30-eae8-42b1-a320-ccdc181cdb0b,Andrew Boyer,Complaint,14,2024-06-20 00:00:00.625851,1903
0db10b97-c4c9-40d2-97f6-77803f485b0a,Sean Harvey,Traffic Signal Fault,9,2024-01-09 00:00:00.342578,1869
c448afb2-f9b7-43d9-9875-3705efab49ec,Joshua Jones,Accident,12,2024-01-21 00:00:00.364430,1675
9ee1ec1d-a200-4cab-b7b9-3518ec20ecaa,Nancy Dawson,Road Block,14,2024-03-22 00:00:00.212487,1491
5dbf8979-bd2c-4db2-8e6f-0f3677d98523,Julia Jones,Traffic Signal Fault,21,2024-03-28 00:00:00.558215,1128
f285c01d-dbf4-48c2-9ae0-165ccabbd8cc,Keith Preston,Transport Query,23,2024-05-05 00:00:00.466981,1992
afdc4b80-73e1-46e4-b7be-9144481ef043,Dean Young,Traffic Signal Fault,19,2024-01-21 00:00:00.147143,1675
25f36208-ee43-42de-b1ae-ebb99aae0918,Ralph David,Toll Issue,20,2024-02-21 00:00:00.476931,1036
90a21f3a-d8fa-499a-b622-6b13d0336c59,Julia Jones,Complaint,17,2024-01-14 00:00:00.186496,1090
eaf0eef0-9895-4db4-8a79-663644223197,Richard Pugh,Complaint,29,2024-03-08 00:00:00.580329,1654
a458f69d-9678-437c-8446-9dca67b57f21,David Price,Accident,17,2024-02-09 00:00:00.518145,1632
82e3d50b-d432-4faf-bb9c-3469fa5fef74,Anna Parsons,Complaint,29,2024-03-03 00:00:00.415695,1490
755949ca-803f-4a3f-972e-528663dc85c1,Jerry Johnson,Traffic Signal Fault,2,2024-02-01 00:00:00.153529,1853
a2127e47-7ea9-4290-9ec0-9f1ec3dca798,Jon Ward,Complaint,25,2024-03-29 00:00:00.973221,1686
6033f90a-70cd-4055-b485-42151f63d604,Ralph Horton,Toll Issue,4,2024-01-09 00:00:00.309235,1869
6e5ce505-ca90-4215-b9d8-04ba28f7a67d,Krista Taylor,Traffic Signal Fault,13,2024-03-03 00:00:00.016479,1490
18023b10-0a81-47ac-ae02-2a6e408c5836,Ralph David,Transport Query,29,2024-01-09 00:00:00.261470,1869
453444a3-ef8c-4c2e-ba68-cc34771ee0a3,Joseph Roberts,Complaint,9,2024-01-14 00:00:00.658529,1090
de5091d3-4097-4fcf-a968-b1a0bff79232,Sean Harvey,Complaint,28,2024-04-26 00:00:00.170625,1889
af2680c5-a6ae-4f97-a86c-131c2d2bca50,Sean Harvey,Traffic Signal Fault,6,2024-01-09 00:00:00.466236,1869
69592c76-bdd3-497a-8340-dbd4c47c3a24,Cameron Cordova,Road Block,8,2024-03-08 00:00:00.242520,1654
80881d32-f5ae-4a6c-95f2-2f9fd05282a2,David Price,Complaint,24,2024-01-09 00:00:00.746283,1869
b3c17094-8da8-4616-aa87-b86d7c0ac187,Jon Ward,Road Block,1,2024-01-03 00:00:00.703982,1459
8667312c-f193-4006-882e-f5fd66a2565f,Dean Young,Road Block,6,2024-05-05 00:00:00.704123,1992
61d44770-b482-47ee-a7f3-df2d7471c8e2,Shawn Moses,Road Block,6,2024-02-21 00:00:00.736404,1036
658855dd-5426-4a97-9d0a-b649730d6a21,Dean Young,Accident,20,2024-04-26 00:00:00.663866,1889
58d371a5-c9ad-4833-b180-9b5a7b11b2b2,Susan Turner,Complaint,25,2024-01-23 00:00:00.187881,1688
960c4a9c-bfa4-4061-9049-4981da3b9924,Anna Parsons,Complaint,22,2024-01-23 00:00:00.570719,1688
8c263e97-8edb-4b23-a208-375a591c475b,Jessica Nunez,Traffic Signal Fault,15,2024-04-10 00:00:00.391151,1646
4f7559e8-3cc7-479a-82cf-62090752edce,Kristina Werner,Traffic Signal Fault,8,2024-06-20 00:00:00.659315,1903
fa5fdfcc-c554-4acc-a457-16eb141418e0,Samantha Holland,Toll Issue,14,2024-06-03 00:00:00.259050,1745
7bca9c32-4fbd-4fc9-98d4-5cb48de1b656,Samantha Holland,Accident,24,2024-01-21 00:00:00.510341,1675
ea457714-fa99-4d89-b33c-ca732c434e6b,Cynthia Freeman,Road Block,19,2024-03-28 00:00:00.066218,1128
417a1427-4016-43b5-9eef-d7fa8e92bda0,Regina Conley,Road Block,26,2024-02-29 00:00:00.733826,1246
cb7b18f3-8eed-4375-8c9c-3e07d9c5b2db,Kimberly Reid,Toll Issue,7,2024-05-05 00:00:00.608879,1992
ef8f0219-6b98-428f-a4a6-7e59b4b66e5d,Keith Durham,Complaint,22,2024-06-22 00:00:00.778292,1280
28ba3a45-37e8-420a-af4b-91d129c3b602,Jerry Johnson,Accident,6,2024-03-29 00:00:00.061585,1686
9b52321b-ef52-4cf2-837c-f522efbaba97,Jason Thompson,Traffic Signal Fault,14,2024-06-03 00:00:00.002964,1745
a0e251fb-8b5b-4a9c-af96-f8f3961436de,Mary Allen,Accident,1,2024-03-28 00:00:00.829046,1128
03dfba2a-6d2e-4a7b-8afe-b8ed808ce17b,Jon Ward,Accident,19,2024-02-09 00:00:00.133723,1632
1d56a581-0c26-45fe-bc24-b70454f4ddb5,Shannon Simpson MD,Road Block,8,2024-02-21 00:00:00.985994,1036
094dbab1-17f8-46c5-bb4e-9033261abf03,David Price,Transport Query,8,2024-01-06 00:00:00.230127,1026
0dd06351-a96e-4f6a-8eb6-99d16f103d85,Sean Harvey,Traffic Signal Fault,27,2024-05-05 00:00:00.130884,1992
9b4d60ed-2f8e-47b7-b1f0-9dd6c6f2a2c9,Jonathan Hopkins,Transport Query,15,2024-01-09 00:00:00.399841,1869
2842fbb6-83ea-41f9-8e46-5cc6f57d7f1a,Julia Jones,Road Block,10,2024-06-22 00:00:00.542350,1280
c34d3073-4aa2-437b-88d7-21137bce0559,Joseph Roberts,Accident,22,2024-02-21 00:00:00.973167,1036
79f93e7a-4000-4285-b847-0817ef1d4045,Joseph Roberts,Road Block,6,2024-03-18 00:00:00.652395,1052
5da74060-2471-47bc-b563-4a73aaad34c3,Julia Jones,Toll Issue,27,2024-01-21 00:00:00.370475,1675
c797f9c1-190d-4eb5-8855-f0183e9ea36a,Cynthia Freeman,Transport Query,18,2024-02-21 00:00:00.108295,1036
2ed5566e-1aaa-4eb5-b6a1-a04098f6d54b,Susan Turner,Accident,19,2024-04-26 00:00:00.041109,1889
efa12df3-4190-4407-834c-49a892a3ad39,Benjamin Hammond,Toll Issue,16,2024-06-03 00:00:00.975212,1745
ff98a5fe-044a-4acf-9103-e21f61549c4f,Sean Harvey,Road Block,18,2024-02-09 00:00:00.932025,1632
ca356e74-4f61-4472-8c5c-dda9b3a52b93,Stephanie Ortega,Traffic Signal Fault,27,2024-03-03 00:00:00.441032,1490
059d89ea-8432-42f7-a5fa-d8b2c77238e0,Matthew Robinson,Complaint,22,2024-01-03 00:00:00.577456,1459
2b1d952c-eabc-4a39-9a1f-a7a1539d4b7d,Kristen Montoya,Accident,12,2024-03-28 00:00:00.557380,1128
041f8a3f-716d-4876-808f-ce6c0380fdc1,Stephanie Ortega,Toll Issue,3,2024-01-09 00:00:00.636717,1869
1d023b05-50ca-462a-ab98-abcc78e1d56e,Andrew Boyer,Traffic Signal Fault,10,2024-01-14 00:00:00.083740,1090
23da4363-f663-4887-a6a1-a8a43a61266c,Regina Conley,Transport Query,2,2024-01-14 00:00:00.987381,1090
08ac64dc-3fef-4b2c-9a39-c7c7145bc0ae,Joanne Allen,Toll Issue,29,2024-04-26 00:00:00.683598,1889
5ff32c44-828f-499d-8e83-95fe8a77c300,Keith Durham,Complaint,24,2024-02-01 00:00:00.212168,1853
448036be-6c75-428b-aff0-6ba704333c59,Carrie Quinn,Accident,15,2024-06-20 00:00:00.984738,1903
3d21c4f0-7d7f-4094-9bdf-86d3ccb0a1e0,Joseph Gray,Transport Query,18,2024-01-09 00:00:00.115056,1869
02932eef-3c5a-484e-9d09-4031bc7d4c8a,Jessica Nunez,Transport Query,7,2024-03-03 00:00:00.108665,1490
34721221-7bfc-40ef-986a-21e4b2cf2d17,Krista Taylor,Transport Query,26,2024-03-08 00:00:00.644328,1654
232b4c89-ac71-42f2-9e16-1365e07c4746,Kristen Montoya,Traffic Signal Fault,10,2024-06-22 00:00:00.450408,1280
2915a575-7eb0-4597-b5d3-ee8871369ff9,Jon Ward,Transport Query,7,2024-01-21 00:00:00.152800,1675
56494bff-20e4-4c04-bd65-867e28de4a51,Joseph Roberts,Traffic Signal Fault,25,2024-03-28 00:00:00.366420,1128
7dea4385-104a-4842-b2ca-f5d8027ddfcc,Jennifer Stanley,Accident,4,2024-02-01 00:00:00.057779,1853
6a4dac6a-df6d-4d18-9174-968195624563,Kristen Montoya,Accident,21,2024-03-08 00:00:00.821703,1654
08a93ed6-5c91-4fee-9931-302affbced2d,Stacey Lambert,Transport Query,10,2024-01-23 00:00:00.488143,1688
875f9652-fd4d-4dca-8205-3aa1f8dd84f0,Ralph Horton,Traffic Signal Fault,2,2024-03-08 00:00:00.235169,1654
829ed42b-9331-4925-a43a-f80db63344c6,Keith Preston,Road Block,21,2024-05-05 00:00:00.379458,1992
61d617dd-4aa2-4aa3-b50f-ed16170c1212,Andrew Boyer,Transport Query,27,2024-06-04 00:00:00.101035,1137
c5c3ad09-30a2-4cce-8e68-1cecf1735970,Stacey Lambert,Complaint,28,2024-01-09 00:00:00.293910,1869
f8f7e9f9-50da-4715-84eb-515b75812460,Benjamin Hammond,Traffic Signal Fault,27,2024-02-29 00:00:00.590305,1246
016d119b-2c7e-45ca-8a79-08479aecea8d,Michael Gonzalez,Road Block,15,2024-03-03 00:00:00.597305,1490
9c0702f8-61d3-45b4-a60f-b81e7c24ff33,Keith Durham,Toll Issue,25,2024-01-21 00:00:00.946844,1675
0d1e2357-6ed7-474e-9508-09a8aff058b5,Cynthia Freeman,Transport Query,17,2024-03-03 00:00:00.675548,1490
f9c8716c-08aa-440f-9d42-fdb903503567,Samantha Holland,Road Block,28,2024-04-10 00:00:00.114827,1646
edc8762b-97aa-483e-b2e4-d50b231b866c,Jason Thompson,Complaint,22,2024-04-26 00:00:00.586650,1889
83a08e16-c0ad-478b-b6fa-bd49a5dd97c6,Shannon Simpson MD,Road Block,21,2024-06-03 00:00:00.644083,1745
2951a679-9d1c-4403-a97a-afd9faf31633,Robert Bell,Toll Issue,15,2024-06-22 00:00:00.805806,1280
ae39791c-ac2c-4903-9295-5e35a47495d8,Ralph David,Road Block,6,2024-01-09 00:00:00.582982,1869
4b2743bc-a535-4074-8641-79f76ad552fb,Joshua Jones,Traffic Signal Fault,19,2024-02-01 00:00:00.660193,1853
7fbe2ebb-127c-47ee-97a2-fec47e1eec49,Michael Gonzalez,Accident,14,2024-01-31 00:00:00.732159,1559
ee9791c9-0b7c-40ff-b2f4-66949bda304d,Hailey Hopkins,Toll Issue,8,2024-01-31 00:00:00.178973,1559
cb59c511-58c6-4756-8edb-dbf7da1bc4ed,Stephanie Ortega,Transport Query,28,2024-01-09 00:00:00.573292,1869
a855d5b9-d61c-432b-a0b2-45ab6bab112b,Nicole Stone,Accident,23,2024-03-03 00:00:00.027721,1490
1a347f70-7c76-43bb-8192-187983fd18c6,Andrew Boyer,Complaint,17,2024-02-29 00:00:00.214933,1246
e63ab988-69bd-4940-b952-fcda73c21093,Jessica Nunez,Road Block,9,2024-02-09 00:00:00.305433,1632
a6cfce90-87b8-493c-b670-4a5552b9c759,David Price,Complaint,3,2024-03-03 00:00:00.020797,1490
63173b74-2455-4251-8058-338ff8e92481,Jessica Nunez,Road Block,18,2024-01-23 00:00:00.508363,1688
1dfe48c1-f00a-4a22-8e02-ed112f8160cc,Cynthia Freeman,Traffic Signal Fault,26,2024-03-08 00:00:00.894736,1654
a1e4059d-76e6-48bf-a3f9-6c7b5234ae9b,Morgan Valdez,Traffic Signal Fault,22,2024-04-26 00:00:00.686182,1889
c088082b-05f9-4ece-9a0e-613f799c09f3,Jeffrey Harding,Toll Issue,17,2024-01-09 00:00:00.413899,1869
7e340c1c-ae7e-4615-ba35-7c416ba47c74,Kenneth Wells,Accident,16,2024-01-21 00:00:00.406215,1675
208943b1-0b83-4607-86cc-e1afa46ce8d6,Joanne Allen,Accident,19,2024-02-01 00:00:00.069224,1853
ce9354e7-eddc-4447-bb40-8631eb31281e,Nicole Stone,Complaint,17,2024-03-24 00:00:00.762066,1503
d1f86979-719a-485f-aeb4-7e3c498be08d,Shawn Moses,Road Block,6,2024-02-29 00:00:00.728282,1246
90f8dc96-ebd7-4d85-b2f4-210b846d4c6e,Keith Preston,Traffic Signal Fault,26,2024-01-06 00:00:00.137866,1026
74ec1695-f656-402c-8286-69b81f3e1f8c,Stacey Lambert,Traffic Signal Fault,7,2024-01-14 00:00:00.667579,1090
eb96f1a1-cc86-441e-8b50-9f98f63647e2,Cynthia Freeman,Transport Query,1,2024-01-23 00:00:00.494810,1688
f93785c3-1493-4a02-a2bf-34d13ff29ad1,Jennifer Stanley,Toll Issue,22,2024-06-03 00:00:00.509457,1745
60584773-f587-4361-beb4-b82e0142db2c,Jeffrey Harding,Accident,16,2024-01-14 00:00:00.430627,1090
d6f85996-6016-4304-a2b3-e822e2332ae9,Kimberly Reid,Accident,1,2024-01-06 00:00:00.144608,1026
302d26fc-ed86-4166-8e8f-5f304df7ca58,David Price,Traffic Signal Fault,19,2024-03-03 00:00:00.874062,1490
28e81663-7c31-4854-bbad-3d6e23ce82bd,Benjamin Hammond,Toll Issue,7,2024-06-22 00:00:00.456558,1280
42f9756e-7266-4ded-b047-0167e07ff12e,Shannon Simpson MD,Complaint,20,2024-02-09 00:00:00.899866,1632
031f6f22-3cb4-4825-9f11-b6edb0f92b93,Cameron Cordova,Traffic Signal Fault,18,2024-06-03 00:00:00.876307,1745
3aaeaff8-2ed8-4d2f-a0d4-498bdfc8b3d8,Robert Bell,Transport Query,6,2024-02-09 00:00:00.063943,1632
a6dce668-2658-463c-a155-327e0caf52e3,Matthew Keller,Accident,6,2024-06-03 00:00:00.203913,1745
19c4c57a-446c-47a2-8091-85d6faa23a31,Julia Jones,Complaint,10,2024-02-29 00:00:00.605245,1246
bb53fa2a-cda5-43f1-b2ce-8dc13061f36d,Cynthia Freeman,Accident,17,2024-03-24 00:00:00.703379,1503
3123831e-c74a-4057-9d6a-2089e2241b7c,Joseph Gray,Road Block,17,2024-01-23 00:00:00.280900,1688
97446c5f-08dc-4119-a359-2e022eb47f9c,Keith Durham,Complaint,27,2024-04-10 00:00:00.736619,1646
c69f0910-225a-4823-a00e-9f1e8c2c9ef5,Keith Preston,Transport Query,12,2024-04-10 00:00:00.971414,1646
035e13d7-83de-4fca-90ec-a7e4096612c7,Shawn Moses,Transport Query,10,2024-06-03 00:00:00.533827,1745
56356a65-71bb-48e4-af1f-9041e8c3e3f0,Kimberly Reid,Road Block,8,2024-02-09 00:00:00.991319,1632
5425bf86-ac85-420c-9dcf-d24618266bfe,Samantha Holland,Transport Query,3,2024-01-06 00:00:00.133258,1026
7b4dd1af-c886-4601-8047-7f06ec63c5c7,Joanne Allen,Complaint,17,2024-01-14 00:00:00.963026,1090
9e4a91ab-f47f-486b-9145-02489b9445ba,Keith Preston,Toll Issue,20,2024-01-23 00:00:00.159275,1688
2411ad13-f436-4267-8852-fab1d8792a85,Carrie Quinn,Road Block,11,2024-06-03 00:00:00.909377,1745
8fdffde1-634c-4265-85c7-161e196a951c,Joseph Roberts,Toll Issue,14,2024-03-03 00:00:00.323359,1490
03b9dcde-d7ae-4cec-9756-a93b58cbe0bd,Sean Harvey,Complaint,23,2024-06-20 00:00:00.308272,1903
08443c5b-280d-4ae9-bea3-3c8790705916,Samantha Holland,Complaint,9,2024-03-08 00:00:00.295194,1654
ae5dce2e-9d96-4765-ad61-2fe1dd86e567,Matthew Keller,Toll Issue,4,2024-01-21 00:00:00.471595,1675
279b8090-cb45-4ea8-9d9d-d04a5daa224d,Benjamin Hammond,Traffic Signal Fault,2,2024-02-01 00:00:00.290883,1853
82170ae4-c82e-4d63-a69a-43093017a8bf,Cameron Cordova,Traffic Signal Fault,3,2024-03-28 00:00:00.606909,1128
1e1e17cf-0b86-4e22-91f9-b9b1c274e894,Shawn Moses,Complaint,8,2024-03-22 00:00:00.185671,1491
01b7e5c1-eee0-473b-96e6-94433d313e6d,Jennifer Stanley,Complaint,24,2024-01-06 00:00:00.824765,1026
89b8060b-b168-4229-b8d6-e6dd5a8fad57,Mr. Richard Robinson Jr.,Transport Query,26,2024-06-20 00:00:00.462125,1903
cde03d25-0f8c-4bc2-b958-8f423e4b6b49,Nicole Stone,Transport Query,19,2024-06-03 00:00:00.241979,1745
96925801-b67a-490c-97e9-2a2349c0cdcb,Benjamin Hammond,Road Block,22,2024-06-04 00:00:00.302340,1137
6e770f82-3427-4f45-8050-85f42cd2cef8,Jon Ward,Road Block,28,2024-01-06 00:00:00.121572,1026
e955c31f-1953-49b9-86ef-967e19ffa958,Kimberly Reid,Complaint,14,2024-01-03 00:00:00.683608,1459
48057fe7-f73d-4708-9c30-9fc994ca48e7,Kristina Werner,Accident,23,2024-01-09 00:00:00.811956,1869
72ddaca7-b1c1-41c8-a264-bca3c211b7b5,David Price,Traffic Signal Fault,18,2024-01-14 00:00:00.585335,1090
1125ef03-cdea-4653-8690-9dd166bc5dca,Ralph Horton,Toll Issue,6,2024-04-10 00:00:00.699799,1646
dc39ae7c-28e5-41d9-8d64-4e6acc5a1b7e,Susan Turner,Toll Issue,13,2024-06-20 00:00:00.570849,1903
75a013e8-1eb8-4167-b9bf-04d784750959,Joanne Allen,Complaint,23,2024-01-23 00:00:00.033788,1688
1e22255c-92e5-4244-b15a-a1ef331e86b6,Kenneth Wells,Transport Query,26,2024-01-09 00:00:00.303123,1869
e681d197-b587-4344-9164-9c96e58c4825,Jerry Johnson,Traffic Signal Fault,22,2024-03-03 00:00:00.573765,1490
1908e361-8ab3-4db8-b0ed-e5b33af840d2,Nancy Dawson,Toll Issue,20,2024-05-05 00:00:00.679109,1992
f657ed23-fdbb-4083-80c1-bcbb14852e99,Shannon Simpson MD,Road Block,24,2024-03-03 00:00:00.948220,1490
be246bb8-55f4-4b15-9baa-377446d5bc80,Michael Gonzalez,Accident,27,2024-01-23 00:00:00.760188,1688
4771fa51-eab0-49df-b492-6dd06d522b7f,Regina Conley,Traffic Signal Fault,15,2024-03-18 00:00:00.386912,1052
99200aac-6457-424c-9b68-1f13944e3c07,Stacey Lambert,Road Block,19,2024-05-05 00:00:00.537638,1992
c8eea2ab-5400-40a8-90c0-db701de8074e,Jon Ward,Toll Issue,6,2024-01-03 00:00:00.672098,1459
1de42f9e-c620-4a27-9532-09577bd2bd7e,Jonathan Hopkins,Road Block,2,2024-01-09 00:00:00.123341,1869
40e7b6ea-ed5b-4978-8a1b-8ecdf24dd462,Krista Taylor,Accident,19,2024-05-05 00:00:00.571497,1992
19ee8c5c-cc23-4942-aab2-fabf3d051f86,Andrew Boyer,Toll Issue,7,2024-01-21 00:00:00.989995,1675
8133431f-01e8-4fc1-8ea2-f3d6cb85c456,Cameron Cordova,Transport Query,24,2024-02-01 00:00:00.777971,1853
c0b1ccf1-5aea-43c7-947f-d9e4de6ea1b5,Matthew Keller,Traffic Signal Fault,23,2024-01-14 00:00:00.318048,1090
8ee32d6d-18e7-4065-9d01-1540b29858fb,Kristina Werner,Traffic Signal Fault,17,2024-06-20 00:00:00.630648,1903
7414eb0d-4b6a-4ec6-a3ef-a75e81da08da,Cynthia Freeman,Accident,12,2024-04-10 00:00:00.545973,1646
f74fbfa5-6d96-4038-86f9-1cc67b11210f,Nancy Dawson,Toll Issue,6,2024-04-26 00:00:00.786616,1889
9ee33d91-bf00-40ad-b057-b7da7b163114,Jennifer Stanley,Transport Query,29,2024-06-03 00:00:00.978004,1745
bc1d255a-c97f-45da-ad9d-6176ac7b5bc4,Jerry Johnson,Toll Issue,16,2024-04-10 00:00:00.623476,1646
e71a3d39-066e-4dd1-b7f9-788875e0fd19,Morgan Valdez,Toll Issue,4,2024-03-08 00:00:00.889275,1654
af200886-5560-4657-8770-8b3ea8ef1f17,Susan Turner,Complaint,2,2024-01-06 00:00:00.881034,1026
b9ff3b52-6c2f-491a-98c5-29537f529314,Sean Harvey,Road Block,12,2024-02-01 00:00:00.872432,1853
8fd4a4a2-8000-4504-9314-7781be71190d,Joseph Roberts,Accident,11,2024-06-04 00:00:00.617545,1137
494d04c6-aca0-4705-86b5-c09d32965d42,Shannon Simpson MD,Toll Issue,14,2024-03-22 00:00:00.764055,1491
05a897e4-f0e9-47d7-a5ca-fed20f3d66a7,Stacey Lambert,Complaint,23,2024-02-09 00:00:00.194104,1632
3d0e0d99-0d01-4be6-9c68-8a58115d87a8,Ralph David,Toll Issue,11,2024-03-28 00:00:00.197726,1128
56638c7f-5b67-4e53-873c-931cf1a8fb93,Julia Jones,Accident,21,2024-02-09 00:00:00.490115,1632
c98836ed-7623-46f0-a52f-dfaf71e063a3,Ralph David,Traffic Signal Fault,2,2024-02-29 00:00:00.341277,1246
91da54d3-5b31-45b1-80ee-0c321125b216,Kristina Werner,Toll Issue,24,2024-06-03 00:00:00.739371,1745
484f3f46-9b31-44b2-840f-8fc257d142ce,Mr. Richard Robinson Jr.,Complaint,16,2024-04-10 00:00:00.876263,1646
f3616ce1-e778-45c0-a104-96f72c0ea448,Matthew Keller,Toll Issue,14,2024-02-29 00:00:00.960884,1246
2f7b6b11-8495-4fb7-a20a-b536f3b81ffb,Benjamin Hammond,Toll Issue,6,2024-04-26 00:00:00.309645,1889
b9af893a-e973-4e67-9b34-734deb9d56c4,Kristen Montoya,Transport Query,6,2024-02-09 00:00:00.824987,1632
92b4167c-4dd1-4091-b798-377e36aa8f9b,Richard Pugh,Traffic Signal Fault,18,2024-01-14 00:00:00.161528,1090
093275f1-5cb7-40fb-b867-75bd3a877123,Kristen Montoya,Toll Issue,27,2024-05-05 00:00:00.162206,1992
e6fdc2bb-fa42-4d80-b4e8-cdcc181af560,Keith Preston,Traffic Signal Fault,27,2024-04-10 00:00:00.366609,1646
18e0b91e-fc95-44d6-a608-815bccd6294e,Nancy Dawson,Road Block,22,2024-01-03 00:00:00.185278,1459
58ed0dee-e3f6-4338-b613-cb92b951b7fd,Mr. Richard Robinson Jr.,Toll Issue,12,2024-01-31 00:00:00.101210,1559
de38893c-e4a0-4ce3-996e-d3965e428a07,Nancy Dawson,Complaint,22,2024-03-08 00:00:00.232777,1654
84e5ee6c-e450-490e-9200-e9b6c7a72eae,Shawn Moses,Accident,23,2024-04-10 00:00:00.024375,1646
911b1c0c-95a4-438c-b50b-9726798ab4a2,Joseph Gray,Complaint,12,2024-01-31 00:00:00.363027,1559
2f62b0be-b0c5-443e-a080-0e7ab726e455,Jason Thompson,Road Block,20,2024-06-03 00:00:00.965611,1745
fb0e3154-afb0-4cdb-8df0-295d8cd457ed,Dean Young,Complaint,13,2024-01-21 00:00:00.777836,1675
dc667a8f-1b15-4edd-9721-1d18a1e8e155,Sean Harvey,Complaint,27,2024-03-22 00:00:00.725243,1491
073f8654-525b-4bd1-87f5-868ffaae2dc2,Nancy Dawson,Toll Issue,26,2024-01-03 00:00:00.958091,1459
e2de86d5-0efa-4af0-89f0-7c4a3cafd1c4,Keith Durham,Toll Issue,3,2024-03-18 00:00:00.529876,1052
d6469d48-1b8d-49af-a6e8-7b63839bb696,Jessica Nunez,Accident,9,2024-02-09 00:00:00.819825,1632
1826f28c-9731-4d1c-8653-d1145464c1d3,Jessica Nunez,Traffic Signal Fault,16,2024-04-26 00:00:00.169134,1889
163206e3-eacb-4841-aca9-ad480102d26a,Jason Thompson,Traffic Signal Fault,5,2024-04-10 00:00:00.578582,1646
0e197687-97d4-452b-bb13-20ae353b0026,Jonathan Hopkins,Toll Issue,23,2024-03-08 00:00:00.631714,1654
b579eea9-9c1b-4aab-9a94-69f574fdd3d3,Regina Conley,Traffic Signal Fault,16,2024-03-29 00:00:00.501590,1686
cf4b7491-2d2f-4608-a0c6-4d668c16e712,Jessica Nunez,Toll Issue,24,2024-03-18 00:00:00.767344,1052
9fd83984-8535-4060-9243-312c37ed336c,Christine Christensen,Transport Query,5,2024-01-06 00:00:00.648307,1026
2c82b087-09cd-4214-a2d6-482e05ea8ece,Kristen Montoya,Complaint,25,2024-06-20 00:00:00.656722,1903
0bd95e7b-3d03-471a-85de-9200c815dd7d,Jessica Nunez,Complaint,14,2024-03-22 00:00:00.689066,1491
76c8bcb0-1ff8-4b32-81aa-7f30b6c86c28,Christine Christensen,Toll Issue,28,2024-06-04 00:00:00.081169,1137
d1677f9e-2f02-4c4b-90c2-af1fab2ce485,Christine Christensen,Transport Query,15,2024-03-08 00:00:00.157570,1654
d0b2a1fc-34b7-40a4-bbfa-d040af027f47,Nicole Stone,Complaint,27,2024-05-05 00:00:00.622837,1992
80219db1-8ddf-4702-b520-9621ff6e21cd,Matthew Robinson,Transport Query,19,2024-04-10 00:00:00.243436,1646
153ffbf0-c519-496f-986d-31d0ba30d56c,Richard Pugh,Transport Query,29,2024-06-20 00:00:00.339343,1903
c2f3557a-8464-4b6a-9c9e-31d75a5bf30e,Jason Thompson,Traffic Signal Fault,24,2024-03-03 00:00:00.273473,1490
1f99b540-43c5-4ffd-84a2-9b166a57ceba,Joshua Jones,Accident,20,2024-01-21 00:00:00.873844,1675
55ece151-6481-48ab-ad24-3b01648a6b5a,Nancy Dawson,Accident,24,2024-01-23 00:00:00.076311,1688
f5a1c978-b04e-4504-b2a6-f573becd5a45,Joanne Allen,Road Block,3,2024-04-10 00:00:00.132636,1646
5c776174-6d93-4cda-8124-6aa913aee07e,Matthew Keller,Accident,24,2024-05-05 00:00:00.495416,1992
5217585a-1925-457d-8638-067a9cf3efc3,Krista Taylor,Traffic Signal Fault,13,2024-02-29 00:00:00.944049,1246
0ecfa065-1ef9-4671-b991-eeb8a6891994,Nicole Stone,Accident,29,2024-03-24 00:00:00.590165,1503
5519cc4b-ae25-4a3b-a0c8-f7b85a31ee1a,Keith Preston,Accident,22,2024-02-21 00:00:00.276523,1036
d9201172-3c40-4249-a2c0-5855041de31f,Nancy Dawson,Complaint,26,2024-01-03 00:00:00.736647,1459
49c4bf40-c603-40bf-9a7d-beaff4748866,Jerry Johnson,Road Block,1,2024-04-10 00:00:00.943356,1646
f8b20633-7592-4d81-bcb3-eb0ba004845a,David Price,Toll Issue,3,2024-03-29 00:00:00.231194,1686
3a801e1d-6d1b-4d6e-b7b1-43f36802926c,Keith Durham,Transport Query,7,2024-02-01 00:00:00.966662,1853
